Source IP,Destination IP,Source Port,Destination Port,Protocol,Timestamp,SYN Flag Count,ACK Flag Count,Label
172.16.0.5,192.168.50.1,25760,25760,6,2018-12-01 13:30:30.966075,0,1,Syn
172.16.0.5,192.168.50.1,61802,27455,6,2018-12-01 13:30:30.966162,0,1,Syn
172.16.0.5,192.168.50.1,61803,37812,6,2018-12-01 13:30:30.966394,0,1,Syn
172.16.0.5,192.168.50.1,61804,27615,6,2018-12-01 13:30:30.966397,0,1,Syn
172.16.0.5,192.168.50.1,61805,7084,6,2018-12-01 13:30:30.966437,0,1,Syn
172.16.0.5,192.168.50.1,61806,25142,6,2018-12-01 13:30:30.966511,0,1,Syn
172.16.0.5,192.168.50.1,796,528,6,2018-12-01 13:30:30.966513,0,1,Syn
172.16.0.5,192.168.50.1,797,528,6,2018-12-01 13:30:30.966553,0,1,Syn
172.16.0.5,192.168.50.1,61807,7084,6,2018-12-01 13:30:30.966624,0,1,Syn
172.16.0.5,192.168.50.1,28630,28630,6,2018-12-01 13:30:30.966626,0,1,Syn
172.16.0.5,192.168.50.1,37840,37840,6,2018-12-01 13:30:30.966701,0,1,Syn
172.16.0.5,192.168.50.1,61808,36583,6,2018-12-01 13:30:30.966874,0,1,Syn
172.16.0.5,192.168.50.1,32850,32850,6,2018-12-01 13:30:30.966975,0,1,Syn
172.16.0.5,192.168.50.1,61809,31034,6,2018-12-01 13:30:30.967156,0,1,Syn
172.16.0.5,192.168.50.1,64002,31034,6,2018-12-01 13:30:30.967158,0,1,Syn
172.16.0.5,192.168.50.1,38988,38988,6,2018-12-01 13:30:30.967206,0,1,Syn
172.16.0.5,192.168.50.1,43223,43223,6,2018-12-01 13:30:30.967261,0,1,Syn
172.16.0.5,192.168.50.1,17297,17297,6,2018-12-01 13:30:30.967365,0,1,Syn
172.16.0.5,192.168.50.1,35487,35487,6,2018-12-01 13:30:30.967640,0,1,Syn
172.16.0.5,192.168.50.1,36645,36645,6,2018-12-01 13:30:30.967839,0,1,Syn
172.16.0.5,192.168.50.1,38246,38246,6,2018-12-01 13:30:30.967841,0,1,Syn
172.16.0.5,192.168.50.1,61810,61003,6,2018-12-01 13:30:30.968012,0,1,Syn
172.16.0.5,192.168.50.1,33631,33631,6,2018-12-01 13:30:30.968014,0,1,Syn
172.16.0.5,192.168.50.1,61811,25797,6,2018-12-01 13:30:30.968117,0,1,Syn
172.16.0.5,192.168.50.1,61812,7537,6,2018-12-01 13:30:30.968120,0,1,Syn
172.16.0.5,192.168.50.1,31777,39971,6,2018-12-01 13:30:30.968122,0,1,Syn
172.16.0.5,192.168.50.1,24092,24092,6,2018-12-01 13:30:30.968124,0,1,Syn
172.16.0.5,192.168.50.1,61813,7181,6,2018-12-01 13:30:30.968658,0,1,Syn
172.16.0.5,192.168.50.1,61814,56011,6,2018-12-01 13:30:30.968660,0,1,Syn
172.16.0.5,192.168.50.1,61550,1134,6,2018-12-01 13:30:30.968728,0,1,Syn
172.16.0.5,192.168.50.1,29750,29750,6,2018-12-01 13:30:30.968857,0,1,Syn
172.16.0.5,192.168.50.1,61815,24473,6,2018-12-01 13:30:30.969523,0,1,Syn
172.16.0.5,192.168.50.1,35220,35220,6,2018-12-01 13:30:30.969525,0,1,Syn
172.16.0.5,192.168.50.1,61816,21282,6,2018-12-01 13:30:30.969600,0,1,Syn
172.16.0.5,192.168.50.1,54092,54092,6,2018-12-01 13:30:30.969602,0,1,Syn
172.16.0.5,192.168.50.1,61817,52360,6,2018-12-01 13:30:30.969687,0,1,Syn
172.16.0.5,192.168.50.1,61818,21282,6,2018-12-01 13:30:30.969728,0,1,Syn
172.16.0.5,192.168.50.1,61819,56448,6,2018-12-01 13:30:30.969786,0,1,Syn
172.16.0.5,192.168.50.1,61820,20301,6,2018-12-01 13:30:30.969842,0,1,Syn
172.16.0.5,192.168.50.1,61821,43142,6,2018-12-01 13:30:30.970034,0,1,Syn
172.16.0.5,192.168.50.1,61822,18998,6,2018-12-01 13:30:30.970169,0,1,Syn
172.16.0.5,192.168.50.1,41861,41861,6,2018-12-01 13:30:30.970852,0,1,Syn
172.16.0.5,192.168.50.1,61823,2550,6,2018-12-01 13:30:30.970903,0,1,Syn
172.16.0.5,192.168.50.1,12564,12564,6,2018-12-01 13:30:30.970904,0,1,Syn
172.16.0.5,192.168.50.1,61824,39650,6,2018-12-01 13:30:30.970954,0,1,Syn
172.16.0.5,192.168.50.1,5174,5174,6,2018-12-01 13:30:30.971015,0,1,Syn
172.16.0.5,192.168.50.1,59810,59810,6,2018-12-01 13:30:30.971016,0,1,Syn
172.16.0.5,192.168.50.1,61825,39650,6,2018-12-01 13:30:30.971065,0,1,Syn
172.16.0.5,192.168.50.1,61826,56310,6,2018-12-01 13:30:30.971123,0,1,Syn
172.16.0.5,192.168.50.1,61827,30528,6,2018-12-01 13:30:30.971423,0,1,Syn
172.16.0.5,192.168.50.1,61828,14577,6,2018-12-01 13:30:30.971424,0,1,Syn
172.16.0.5,192.168.50.1,61829,63953,6,2018-12-01 13:30:30.971472,0,1,Syn
172.16.0.5,192.168.50.1,61830,2027,6,2018-12-01 13:30:30.971532,0,1,Syn
172.16.0.5,192.168.50.1,61831,63953,6,2018-12-01 13:30:30.971534,0,1,Syn
172.16.0.5,192.168.50.1,23908,23908,6,2018-12-01 13:30:30.971887,0,1,Syn
172.16.0.5,192.168.50.1,61832,51483,6,2018-12-01 13:30:30.971889,0,1,Syn
172.16.0.5,192.168.50.1,40066,40066,6,2018-12-01 13:30:30.971938,0,1,Syn
172.16.0.5,192.168.50.1,61833,23135,6,2018-12-01 13:30:30.971993,0,1,Syn
172.16.0.5,192.168.50.1,12622,12622,6,2018-12-01 13:30:30.971994,0,1,Syn
172.16.0.5,192.168.50.1,61834,37384,6,2018-12-01 13:30:30.972249,0,1,Syn
172.16.0.5,192.168.50.1,61835,63895,6,2018-12-01 13:30:30.972550,0,1,Syn
172.16.0.5,192.168.50.1,61836,2639,6,2018-12-01 13:30:30.973031,0,1,Syn
172.16.0.5,192.168.50.1,25873,25873,6,2018-12-01 13:30:30.973131,0,1,Syn
172.16.0.5,192.168.50.1,56206,56206,6,2018-12-01 13:30:30.973406,0,1,Syn
172.16.0.5,192.168.50.1,61837,8996,6,2018-12-01 13:30:30.973507,0,1,Syn
172.16.0.5,192.168.50.1,61838,53850,6,2018-12-01 13:30:30.973509,0,1,Syn
172.16.0.5,192.168.50.1,39973,39973,6,2018-12-01 13:30:30.973550,0,1,Syn
172.16.0.5,192.168.50.1,35510,35510,6,2018-12-01 13:30:30.973604,0,1,Syn
172.16.0.5,192.168.50.1,61839,8233,6,2018-12-01 13:30:30.973661,0,1,Syn
172.16.0.5,192.168.50.1,6819,6819,6,2018-12-01 13:30:30.973663,0,1,Syn
172.16.0.5,192.168.50.1,57316,57316,6,2018-12-01 13:30:30.973955,0,1,Syn
172.16.0.5,192.168.50.1,61840,5559,6,2018-12-01 13:30:30.973957,0,1,Syn
172.16.0.5,192.168.50.1,64791,64791,6,2018-12-01 13:30:30.974164,0,1,Syn
172.16.0.5,192.168.50.1,16015,16015,6,2018-12-01 13:30:30.974327,0,1,Syn
172.16.0.5,192.168.50.1,61841,43108,6,2018-12-01 13:30:30.974751,0,1,Syn
172.16.0.5,192.168.50.1,29067,29067,6,2018-12-01 13:30:30.974831,0,1,Syn
172.16.0.5,192.168.50.1,787,276,6,2018-12-01 13:30:30.974833,0,1,Syn
172.16.0.5,192.168.50.1,61842,30117,6,2018-12-01 13:30:30.974877,0,1,Syn
172.16.0.5,192.168.50.1,61843,63884,6,2018-12-01 13:30:30.974879,0,1,Syn
172.16.0.5,192.168.50.1,61844,9651,6,2018-12-01 13:30:30.974952,0,1,Syn
172.16.0.5,192.168.50.1,43589,43589,6,2018-12-01 13:30:30.974954,0,1,Syn
172.16.0.5,192.168.50.1,61845,50368,6,2018-12-01 13:30:30.974998,0,1,Syn
172.16.0.5,192.168.50.1,61846,22175,6,2018-12-01 13:30:30.975071,0,1,Syn
172.16.0.5,192.168.50.1,61847,53755,6,2018-12-01 13:30:30.975149,0,1,Syn
172.16.0.5,192.168.50.1,61848,22136,6,2018-12-01 13:30:30.975211,0,1,Syn
172.16.0.5,192.168.50.1,49389,49389,6,2018-12-01 13:30:30.975213,0,1,Syn
172.16.0.5,192.168.50.1,23737,23737,6,2018-12-01 13:30:30.975262,0,1,Syn
172.16.0.5,192.168.50.1,61849,54633,6,2018-12-01 13:30:30.975319,0,1,Syn
172.16.0.5,192.168.50.1,61850,42023,6,2018-12-01 13:30:30.975320,0,1,Syn
172.16.0.5,192.168.50.1,61851,50473,6,2018-12-01 13:30:30.975370,0,1,Syn
172.16.0.5,192.168.50.1,61852,12060,6,2018-12-01 13:30:30.975431,0,1,Syn
172.16.0.5,192.168.50.1,64296,3880,6,2018-12-01 13:30:30.975433,0,1,Syn
172.16.0.5,192.168.50.1,61853,47489,6,2018-12-01 13:30:30.975482,0,1,Syn
172.16.0.5,192.168.50.1,61854,34489,6,2018-12-01 13:30:30.975536,0,1,Syn
172.16.0.5,192.168.50.1,61855,37702,6,2018-12-01 13:30:30.975538,0,1,Syn
172.16.0.5,192.168.50.1,44498,44498,6,2018-12-01 13:30:30.975588,0,1,Syn
172.16.0.5,192.168.50.1,61856,44498,6,2018-12-01 13:30:30.975646,0,1,Syn
172.16.0.5,192.168.50.1,54540,54540,6,2018-12-01 13:30:30.975647,0,1,Syn
172.16.0.5,192.168.50.1,37470,37470,6,2018-12-01 13:30:30.975809,0,1,Syn
172.16.0.5,192.168.50.1,32718,32718,6,2018-12-01 13:30:30.976188,0,1,Syn
172.16.0.5,192.168.50.1,61857,54917,6,2018-12-01 13:30:30.976189,0,1,Syn
172.16.0.5,192.168.50.1,28459,28459,6,2018-12-01 13:30:30.976239,0,1,Syn
172.16.0.5,192.168.50.1,32017,32017,6,2018-12-01 13:30:30.976296,0,1,Syn
172.16.0.5,192.168.50.1,61858,3457,6,2018-12-01 13:30:30.976297,0,1,Syn
172.16.0.5,192.168.50.1,61859,26332,6,2018-12-01 13:30:30.977082,0,1,Syn
172.16.0.5,192.168.50.1,61860,1707,6,2018-12-01 13:30:30.977084,0,1,Syn
172.16.0.5,192.168.50.1,61861,26868,6,2018-12-01 13:30:30.977160,0,1,Syn
172.16.0.5,192.168.50.1,39984,39984,6,2018-12-01 13:30:30.977163,0,1,Syn
172.16.0.5,192.168.50.1,61896,61896,6,2018-12-01 13:30:30.977233,0,1,Syn
172.16.0.5,192.168.50.1,36410,36410,6,2018-12-01 13:30:30.977235,0,1,Syn
172.16.0.5,192.168.50.1,61862,12022,6,2018-12-01 13:30:30.977312,0,1,Syn
172.16.0.5,192.168.50.1,61863,9259,6,2018-12-01 13:30:30.977396,0,1,Syn
172.16.0.5,192.168.50.1,61864,28222,6,2018-12-01 13:30:30.977584,0,1,Syn
172.16.0.5,192.168.50.1,61865,29296,6,2018-12-01 13:30:30.977585,0,1,Syn
172.16.0.5,192.168.50.1,7734,7734,6,2018-12-01 13:30:30.978240,0,1,Syn
172.16.0.5,192.168.50.1,61866,7734,6,2018-12-01 13:30:30.978242,0,1,Syn
172.16.0.5,192.168.50.1,61867,58886,6,2018-12-01 13:30:30.978319,0,1,Syn
172.16.0.5,192.168.50.1,34389,34389,6,2018-12-01 13:30:30.978393,0,1,Syn
172.16.0.5,192.168.50.1,61868,21096,6,2018-12-01 13:30:30.978745,0,1,Syn
172.16.0.5,192.168.50.1,61869,7752,6,2018-12-01 13:30:30.979156,0,1,Syn
172.16.0.5,192.168.50.1,61870,54828,6,2018-12-01 13:30:30.979159,0,1,Syn
172.16.0.5,192.168.50.1,61871,31206,6,2018-12-01 13:30:30.979238,0,1,Syn
172.16.0.5,192.168.50.1,61872,5472,6,2018-12-01 13:30:30.979239,0,1,Syn
172.16.0.5,192.168.50.1,52487,52487,6,2018-12-01 13:30:30.979281,0,1,Syn
172.16.0.5,192.168.50.1,61873,52487,6,2018-12-01 13:30:30.979325,0,1,Syn
172.16.0.5,192.168.50.1,21386,21386,6,2018-12-01 13:30:30.979378,0,1,Syn
172.16.0.5,192.168.50.1,61874,52073,6,2018-12-01 13:30:30.979428,0,1,Syn
172.16.0.5,192.168.50.1,64000,64000,6,2018-12-01 13:30:30.979429,0,1,Syn
172.16.0.5,192.168.50.1,44043,44043,6,2018-12-01 13:30:30.979479,0,1,Syn
172.16.0.5,192.168.50.1,61875,47913,6,2018-12-01 13:30:30.979530,0,1,Syn
172.16.0.5,192.168.50.1,61876,47913,6,2018-12-01 13:30:30.979532,0,1,Syn
172.16.0.5,192.168.50.1,61877,47913,6,2018-12-01 13:30:30.979580,0,1,Syn
172.16.0.5,192.168.50.1,61878,47913,6,2018-12-01 13:30:30.979651,0,1,Syn
172.16.0.5,192.168.50.1,61879,33750,6,2018-12-01 13:30:30.979781,0,1,Syn
172.16.0.5,192.168.50.1,61880,39747,6,2018-12-01 13:30:30.979898,0,1,Syn
172.16.0.5,192.168.50.1,43083,43083,6,2018-12-01 13:30:30.979900,0,1,Syn
172.16.0.5,192.168.50.1,61881,42851,6,2018-12-01 13:30:30.979968,0,1,Syn
172.16.0.5,192.168.50.1,61882,43083,6,2018-12-01 13:30:30.979969,0,1,Syn
172.16.0.5,192.168.50.1,39356,39356,6,2018-12-01 13:30:30.980019,0,1,Syn
172.16.0.5,192.168.50.1,34620,34620,6,2018-12-01 13:30:30.980075,0,1,Syn
172.16.0.5,192.168.50.1,65273,65273,6,2018-12-01 13:30:30.980077,0,1,Syn
172.16.0.5,192.168.50.1,61883,65273,6,2018-12-01 13:30:30.980123,0,1,Syn
172.16.0.5,192.168.50.1,27246,27246,6,2018-12-01 13:30:30.980178,0,1,Syn
172.16.0.5,192.168.50.1,61884,13572,6,2018-12-01 13:30:30.980247,0,1,Syn
172.16.0.5,192.168.50.1,61885,6412,6,2018-12-01 13:30:30.980460,0,1,Syn
172.16.0.5,192.168.50.1,61886,9297,6,2018-12-01 13:30:30.980462,0,1,Syn
172.16.0.5,192.168.50.1,23951,23951,6,2018-12-01 13:30:30.980511,0,1,Syn
172.16.0.5,192.168.50.1,19617,19617,6,2018-12-01 13:30:30.980819,0,1,Syn
172.16.0.5,192.168.50.1,61887,25477,6,2018-12-01 13:30:30.980868,0,1,Syn
172.16.0.5,192.168.50.1,61888,46227,6,2018-12-01 13:30:30.980869,0,1,Syn
172.16.0.5,192.168.50.1,61889,34061,6,2018-12-01 13:30:30.981524,0,1,Syn
172.16.0.5,192.168.50.1,48181,48181,6,2018-12-01 13:30:30.981525,0,1,Syn
172.16.0.5,192.168.50.1,61890,63612,6,2018-12-01 13:30:30.981603,0,1,Syn
172.16.0.5,192.168.50.1,61891,34061,6,2018-12-01 13:30:30.981605,0,1,Syn
172.16.0.5,192.168.50.1,54378,54378,6,2018-12-01 13:30:30.981676,0,1,Syn
172.16.0.5,192.168.50.1,61892,63486,6,2018-12-01 13:30:30.981680,0,1,Syn
172.16.0.5,192.168.50.1,61893,10693,6,2018-12-01 13:30:30.981711,0,1,Syn
172.16.0.5,192.168.50.1,58724,58724,6,2018-12-01 13:30:30.981761,0,1,Syn
172.16.0.5,192.168.50.1,61894,63299,6,2018-12-01 13:30:30.981828,0,1,Syn
172.16.0.5,192.168.50.1,41271,41271,6,2018-12-01 13:30:30.981830,0,1,Syn
172.16.0.5,192.168.50.1,32150,32150,6,2018-12-01 13:30:30.982404,0,1,Syn
172.16.0.5,192.168.50.1,43859,43859,6,2018-12-01 13:30:30.982406,0,1,Syn
172.16.0.5,192.168.50.1,63203,63203,6,2018-12-01 13:30:30.982472,0,1,Syn
172.16.0.5,192.168.50.1,59578,59578,6,2018-12-01 13:30:30.982475,0,1,Syn
172.16.0.5,192.168.50.1,37616,37616,6,2018-12-01 13:30:30.982524,0,1,Syn
172.16.0.5,192.168.50.1,61895,63203,6,2018-12-01 13:30:30.982582,0,1,Syn
172.16.0.5,192.168.50.1,61896,37616,6,2018-12-01 13:30:30.982584,0,1,Syn
172.16.0.5,192.168.50.1,61897,43296,6,2018-12-01 13:30:30.982632,0,1,Syn
172.16.0.5,192.168.50.1,61898,59578,6,2018-12-01 13:30:30.982700,0,1,Syn
172.16.0.5,192.168.50.1,55602,55602,6,2018-12-01 13:30:30.982747,0,1,Syn
172.16.0.5,192.168.50.1,61899,27945,6,2018-12-01 13:30:30.982750,0,1,Syn
172.16.0.5,192.168.50.1,65388,65388,6,2018-12-01 13:30:30.982910,0,1,Syn
172.16.0.5,192.168.50.1,22633,22633,6,2018-12-01 13:30:30.982911,0,1,Syn
172.16.0.5,192.168.50.1,61900,5763,6,2018-12-01 13:30:30.982961,0,1,Syn
172.16.0.5,192.168.50.1,29371,29371,6,2018-12-01 13:30:30.983022,0,1,Syn
172.16.0.5,192.168.50.1,61901,65388,6,2018-12-01 13:30:30.983024,0,1,Syn
172.16.0.5,192.168.50.1,61902,45595,6,2018-12-01 13:30:30.983072,0,1,Syn
172.16.0.5,192.168.50.1,61903,27487,6,2018-12-01 13:30:30.983136,0,1,Syn
172.16.0.5,192.168.50.1,798,868,6,2018-12-01 13:30:30.983186,0,1,Syn
172.16.0.5,192.168.50.1,61904,9672,6,2018-12-01 13:30:30.983187,0,1,Syn
172.16.0.5,192.168.50.1,61905,35788,6,2018-12-01 13:30:30.983253,0,1,Syn
172.16.0.5,192.168.50.1,61906,20962,6,2018-12-01 13:30:30.983448,0,1,Syn
172.16.0.5,192.168.50.1,64980,64980,6,2018-12-01 13:30:30.983950,0,1,Syn
172.16.0.5,192.168.50.1,61907,61000,6,2018-12-01 13:30:30.983952,0,1,Syn
172.16.0.5,192.168.50.1,61908,54620,6,2018-12-01 13:30:30.983999,0,1,Syn
172.16.0.5,192.168.50.1,62699,2283,6,2018-12-01 13:30:30.984057,0,1,Syn
172.16.0.5,192.168.50.1,61909,35362,6,2018-12-01 13:30:30.984058,0,1,Syn
172.16.0.5,192.168.50.1,34880,34880,6,2018-12-01 13:30:30.984109,0,1,Syn
172.16.0.5,192.168.50.1,61910,40009,6,2018-12-01 13:30:30.984536,0,1,Syn
172.16.0.5,192.168.50.1,61911,8841,6,2018-12-01 13:30:30.984537,0,1,Syn
172.16.0.5,192.168.50.1,61912,27281,6,2018-12-01 13:30:30.985438,0,1,Syn
172.16.0.5,192.168.50.1,50457,50457,6,2018-12-01 13:30:30.985705,0,1,Syn
172.16.0.5,192.168.50.1,61913,3217,6,2018-12-01 13:30:30.985707,0,1,Syn
172.16.0.5,192.168.50.1,61914,9266,6,2018-12-01 13:30:30.985708,0,1,Syn
172.16.0.5,192.168.50.1,61915,48753,6,2018-12-01 13:30:30.985905,0,1,Syn
172.16.0.5,192.168.50.1,61916,32283,6,2018-12-01 13:30:30.985907,0,1,Syn
172.16.0.5,192.168.50.1,61917,20679,6,2018-12-01 13:30:30.985951,0,1,Syn
172.16.0.5,192.168.50.1,61918,57952,6,2018-12-01 13:30:30.986025,0,1,Syn
172.16.0.5,192.168.50.1,64314,3898,6,2018-12-01 13:30:30.986166,0,1,Syn
172.16.0.5,192.168.50.1,23229,23229,6,2018-12-01 13:30:30.986168,0,1,Syn
172.16.0.5,192.168.50.1,19746,19746,6,2018-12-01 13:30:30.986259,0,1,Syn
172.16.0.5,192.168.50.1,61919,64416,6,2018-12-01 13:30:30.986650,0,1,Syn
172.16.0.5,192.168.50.1,59434,59434,6,2018-12-01 13:30:30.986651,0,1,Syn
172.16.0.5,192.168.50.1,61920,60484,6,2018-12-01 13:30:30.986698,0,1,Syn
172.16.0.5,192.168.50.1,36922,36922,6,2018-12-01 13:30:30.986747,0,1,Syn
172.16.0.5,192.168.50.1,61921,20544,6,2018-12-01 13:30:30.986750,0,1,Syn
172.16.0.5,192.168.50.1,26870,26870,6,2018-12-01 13:30:30.986797,0,1,Syn
172.16.0.5,192.168.50.1,61922,45809,6,2018-12-01 13:30:30.986868,0,1,Syn
172.16.0.5,192.168.50.1,61923,15378,6,2018-12-01 13:30:30.986870,0,1,Syn
172.16.0.5,192.168.50.1,61924,19460,6,2018-12-01 13:30:30.986919,0,1,Syn
172.16.0.5,192.168.50.1,61925,39765,6,2018-12-01 13:30:30.986980,0,1,Syn
172.16.0.5,192.168.50.1,61926,30585,6,2018-12-01 13:30:30.986982,0,1,Syn
172.16.0.5,192.168.50.1,43733,43733,6,2018-12-01 13:30:30.987030,0,1,Syn
172.16.0.5,192.168.50.1,61927,4403,6,2018-12-01 13:30:30.987090,0,1,Syn
172.16.0.5,192.168.50.1,61928,62937,6,2018-12-01 13:30:30.987091,0,1,Syn
172.16.0.5,192.168.50.1,61929,62937,6,2018-12-01 13:30:30.987142,0,1,Syn
172.16.0.5,192.168.50.1,61930,46966,6,2018-12-01 13:30:30.987194,0,1,Syn
172.16.0.5,192.168.50.1,61931,7399,6,2018-12-01 13:30:30.987243,0,1,Syn
172.16.0.5,192.168.50.1,63901,63901,6,2018-12-01 13:30:30.987544,0,1,Syn
172.16.0.5,192.168.50.1,18832,18832,6,2018-12-01 13:30:30.987645,0,1,Syn
172.16.0.5,192.168.50.1,61932,24720,6,2018-12-01 13:30:30.987647,0,1,Syn
172.16.0.5,192.168.50.1,61933,51633,6,2018-12-01 13:30:30.987697,0,1,Syn
172.16.0.5,192.168.50.1,61934,18832,6,2018-12-01 13:30:30.987754,0,1,Syn
172.16.0.5,192.168.50.1,61935,13834,6,2018-12-01 13:30:30.988001,0,1,Syn
172.16.0.5,192.168.50.1,61936,25952,6,2018-12-01 13:30:30.988071,0,1,Syn
172.16.0.5,192.168.50.1,16770,16770,6,2018-12-01 13:30:30.988073,0,1,Syn
172.16.0.5,192.168.50.1,61937,5559,6,2018-12-01 13:30:30.988372,0,1,Syn
172.16.0.5,192.168.50.1,61938,7737,6,2018-12-01 13:30:30.988374,0,1,Syn
172.16.0.5,192.168.50.1,61939,59765,6,2018-12-01 13:30:30.988756,0,1,Syn
172.16.0.5,192.168.50.1,799,931,6,2018-12-01 13:30:30.988757,0,1,Syn
172.16.0.5,192.168.50.1,45847,45847,6,2018-12-01 13:30:30.988837,0,1,Syn
172.16.0.5,192.168.50.1,61940,54376,6,2018-12-01 13:30:30.989321,0,1,Syn
172.16.0.5,192.168.50.1,61941,1738,6,2018-12-01 13:30:30.989517,0,1,Syn
172.16.0.5,192.168.50.1,61942,40873,6,2018-12-01 13:30:30.989788,0,1,Syn
172.16.0.5,192.168.50.1,61943,63874,6,2018-12-01 13:30:30.989790,0,1,Syn
172.16.0.5,192.168.50.1,61944,20247,6,2018-12-01 13:30:30.989792,0,1,Syn
172.16.0.5,192.168.50.1,61945,37984,6,2018-12-01 13:30:30.989831,0,1,Syn
172.16.0.5,192.168.50.1,64966,4550,6,2018-12-01 13:30:30.989886,0,1,Syn
172.16.0.5,192.168.50.1,6184,6184,6,2018-12-01 13:30:30.989941,0,1,Syn
172.16.0.5,192.168.50.1,800,287,6,2018-12-01 13:30:30.989943,0,1,Syn
172.16.0.5,192.168.50.1,61946,50248,6,2018-12-01 13:30:30.990009,0,1,Syn
172.16.0.5,192.168.50.1,62256,62256,6,2018-12-01 13:30:30.990348,0,1,Syn
172.16.0.5,192.168.50.1,61947,37588,6,2018-12-01 13:30:30.990350,0,1,Syn
172.16.0.5,192.168.50.1,52120,52120,6,2018-12-01 13:30:30.990657,0,1,Syn
172.16.0.5,192.168.50.1,61624,61624,6,2018-12-01 13:30:30.990785,0,1,Syn
172.16.0.5,192.168.50.1,61948,35578,6,2018-12-01 13:30:30.990838,0,1,Syn
172.16.0.5,192.168.50.1,61949,9553,6,2018-12-01 13:30:30.990868,0,1,Syn
172.16.0.5,192.168.50.1,39880,39880,6,2018-12-01 13:30:30.990922,0,1,Syn
172.16.0.5,192.168.50.1,55314,55314,6,2018-12-01 13:30:30.990923,0,1,Syn
172.16.0.5,192.168.50.1,13046,13046,6,2018-12-01 13:30:30.990969,0,1,Syn
172.16.0.5,192.168.50.1,61950,13046,6,2018-12-01 13:30:30.991023,0,1,Syn
172.16.0.5,192.168.50.1,9335,9335,6,2018-12-01 13:30:30.991025,0,1,Syn
172.16.0.5,192.168.50.1,58503,58503,6,2018-12-01 13:30:30.991074,0,1,Syn
172.16.0.5,192.168.50.1,61951,8062,6,2018-12-01 13:30:30.991124,0,1,Syn
172.16.0.5,192.168.50.1,63835,3419,6,2018-12-01 13:30:30.991456,0,1,Syn
172.16.0.5,192.168.50.1,61952,30955,6,2018-12-01 13:30:30.991457,0,1,Syn
172.16.0.5,192.168.50.1,5899,5899,6,2018-12-01 13:30:30.991506,0,1,Syn
172.16.0.5,192.168.50.1,61953,22499,6,2018-12-01 13:30:30.991563,0,1,Syn
172.16.0.5,192.168.50.1,46408,46408,6,2018-12-01 13:30:30.991564,0,1,Syn
172.16.0.5,192.168.50.1,48683,48683,6,2018-12-01 13:30:30.991616,0,1,Syn
172.16.0.5,192.168.50.1,61954,39327,6,2018-12-01 13:30:30.991669,0,1,Syn
172.16.0.5,192.168.50.1,26643,26643,6,2018-12-01 13:30:30.991676,0,1,Syn
172.16.0.5,192.168.50.1,21780,21780,6,2018-12-01 13:30:30.991721,0,1,Syn
172.16.0.5,192.168.50.1,61955,53996,6,2018-12-01 13:30:30.991909,0,1,Syn
172.16.0.5,192.168.50.1,23800,23800,6,2018-12-01 13:30:30.991911,0,1,Syn
172.16.0.5,192.168.50.1,63691,3275,6,2018-12-01 13:30:30.991960,0,1,Syn
172.16.0.5,192.168.50.1,51335,57079,6,2018-12-01 13:30:30.992011,0,1,Syn
172.16.0.5,192.168.50.1,61956,57079,6,2018-12-01 13:30:30.992061,0,1,Syn
172.16.0.5,192.168.50.1,61957,44730,6,2018-12-01 13:30:30.992063,0,1,Syn
172.16.0.5,192.168.50.1,55189,55189,6,2018-12-01 13:30:30.992420,0,1,Syn
172.16.0.5,192.168.50.1,58329,58329,6,2018-12-01 13:30:30.992421,0,1,Syn
172.16.0.5,192.168.50.1,61958,58329,6,2018-12-01 13:30:30.992473,0,1,Syn
172.16.0.5,192.168.50.1,61959,54075,6,2018-12-01 13:30:30.993005,0,1,Syn
172.16.0.5,192.168.50.1,61960,54075,6,2018-12-01 13:30:30.993007,0,1,Syn
172.16.0.5,192.168.50.1,61961,32739,6,2018-12-01 13:30:30.993252,0,1,Syn
172.16.0.5,192.168.50.1,40102,40102,6,2018-12-01 13:30:30.993636,0,1,Syn
172.16.0.5,192.168.50.1,30540,30540,6,2018-12-01 13:30:30.994010,0,1,Syn
172.16.0.5,192.168.50.1,61962,31840,6,2018-12-01 13:30:30.994163,0,1,Syn
172.16.0.5,192.168.50.1,61963,33781,6,2018-12-01 13:30:30.994166,0,1,Syn
172.16.0.5,192.168.50.1,61964,30933,6,2018-12-01 13:30:30.994226,0,1,Syn
172.16.0.5,192.168.50.1,61965,49588,6,2018-12-01 13:30:30.994276,0,1,Syn
172.16.0.5,192.168.50.1,61966,33347,6,2018-12-01 13:30:30.994277,0,1,Syn
172.16.0.5,192.168.50.1,15879,15879,6,2018-12-01 13:30:30.994325,0,1,Syn
172.16.0.5,192.168.50.1,18399,18399,6,2018-12-01 13:30:30.994380,0,1,Syn
172.16.0.5,192.168.50.1,61967,20630,6,2018-12-01 13:30:30.994382,0,1,Syn
172.16.0.5,192.168.50.1,61968,51660,6,2018-12-01 13:30:30.994430,0,1,Syn
172.16.0.5,192.168.50.1,6507,6507,6,2018-12-01 13:30:30.994638,0,1,Syn
172.16.0.5,192.168.50.1,61969,6507,6,2018-12-01 13:30:30.994640,0,1,Syn
172.16.0.5,192.168.50.1,10407,10407,6,2018-12-01 13:30:30.994786,0,1,Syn
172.16.0.5,192.168.50.1,681,681,6,2018-12-01 13:30:30.994881,0,1,Syn
